id,totalcost,totalduration,airport,flightid,flightcost,parkingcost,drivingcost,timeleavehome,flightdeparture,flightduration,atairporttime,drivingduration,airline
338,267.70,677,IAD,0FYkDuZ1Gh6TlvJMkNtn19004,225.59,40.00,2.11,2016-01-25T03:30,2016-01-25T06:30-05:00,503,120,54,B6
339,277.71,952,IAD,0FYkDuZ1Gh6TlvJMkNtn19024,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,780,120,52,UA
340,277.71,1008,IAD,0FYkDuZ1Gh6TlvJMkNtn1902Y,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,836,120,52,UA
341,277.71,753,IAD,0FYkDuZ1Gh6TlvJMkNtn19010,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,581,120,52,UA
342,291.72,987,IAD,0FYkDuZ1Gh6TlvJMkNtn1900I,249.61,40.00,2.11,2016-01-25T11:00,2016-01-25T14:00-05:00,815,120,52,B6
343,295.71,963,IAD,0FYkDuZ1Gh6TlvJMkNtn1902U,253.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:46-05:00,786,120,57,UA
344,295.71,872,IAD,0FYkDuZ1Gh6TlvJMkNtn1901j,253.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:46-05:00,695,120,57,UA
345,303.71,887,IAD,0FYkDuZ1Gh6TlvJMkNtn1901y,261.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,710,120,57,UA
346,303.71,808,IAD,0FYkDuZ1Gh6TlvJMkNtn1901Q,261.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,631,120,57,UA
347,314.71,860,IAD,0FYkDuZ1Gh6TlvJMkNtn19021,272.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,688,120,52,UA
348,314.71,802,IAD,0FYkDuZ1Gh6TlvJMkNtn1901c,272.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,630,120,52,UA
349,325.71,902,IAD,0FYkDuZ1Gh6TlvJMkNtn1902e,283.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:16-05:00,725,120,57,UA
350,316.71,962,IAD,0FYkDuZ1Gh6TlvJMkNtn19037,274.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,790,120,52,UA
351,320.71,735,IAD,0FYkDuZ1Gh6TlvJMkNtn1901K,278.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,563,120,52,UA
352,320.71,795,IAD,0FYkDuZ1Gh6TlvJMkNtn1901f,278.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,623,120,52,UA
353,326.71,868,IAD,0FYkDuZ1Gh6TlvJMkNtn1902O,284.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,696,120,52,UA
354,326.71,889,IAD,0FYkDuZ1Gh6TlvJMkNtn1902X,284.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,717,120,52,UA
355,277.71,861,IAD,0FYkDuZ1Gh6TlvJMkNtn1901O,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,689,120,52,UA
356,277.71,993,IAD,0FYkDuZ1Gh6TlvJMkNtn1902R,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,821,120,52,UA
357,277.71,946,IAD,0FYkDuZ1Gh6TlvJMkNtn19020,235.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:28-05:00,774,120,52,UA
358,277.71,835,IAD,0FYkDuZ1Gh6TlvJMkNtn1901H,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,663,120,52,UA
359,280.71,957,IAD,0FYkDuZ1Gh6TlvJMkNtn1902G,238.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:17-05:00,785,120,52,UA
360,280.71,878,IAD,0FYkDuZ1Gh6TlvJMkNtn1901W,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,701,120,57,UA
361,280.71,969,IAD,0FYkDuZ1Gh6TlvJMkNtn1902L,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,792,120,57,UA
362,280.71,738,IAD,0FYkDuZ1Gh6TlvJMkNtn1900z,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,561,120,57,UA
363,280.71,818,IAD,0FYkDuZ1Gh6TlvJMkNtn1901C,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,641,120,57,UA
364,280.71,887,IAD,0FYkDuZ1Gh6TlvJMkNtn1901d,238.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:17-05:00,715,120,52,UA
365,280.71,818,IAD,0FYkDuZ1Gh6TlvJMkNtn1901D,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,641,120,57,UA
366,284.71,913,IAD,0FYkDuZ1Gh6TlvJMkNtn1901t,242.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,741,120,52,UA
367,284.71,913,IAD,0FYkDuZ1Gh6TlvJMkNtn1901s,242.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,741,120,52,UA
368,284.71,723,IAD,0FYkDuZ1Gh6TlvJMkNtn1900p,242.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,551,120,52,UA
369,284.71,870,IAD,0FYkDuZ1Gh6TlvJMkNtn1901X,242.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,693,120,57,UA
370,287.71,770,IAD,0FYkDuZ1Gh6TlvJMkNtn19009,245.60,40.00,2.11,2016-01-25T11:00,2016-01-25T14:00-05:00,598,120,52,B6
371,288.71,915,IAD,0FYkDuZ1Gh6TlvJMkNtn1901v,246.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,743,120,52,UA
372,288.71,988,IAD,0FYkDuZ1Gh6TlvJMkNtn1902f,246.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,816,120,52,UA
373,288.71,859,IAD,0FYkDuZ1Gh6TlvJMkNtn1901a,246.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,687,120,52,UA
374,288.71,988,IAD,0FYkDuZ1Gh6TlvJMkNtn1902g,246.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,816,120,52,UA
375,288.71,801,IAD,0FYkDuZ1Gh6TlvJMkNtn1900r,246.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,629,120,52,UA
376,298.71,910,IAD,0FYkDuZ1Gh6TlvJMkNtn19029,256.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,733,120,57,UA
377,298.71,978,IAD,0FYkDuZ1Gh6TlvJMkNtn1902l,256.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,801,120,57,UA
378,298.71,880,IAD,0FYkDuZ1Gh6TlvJMkNtn1901q,256.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,703,120,57,UA
379,298.71,1018,IAD,0FYkDuZ1Gh6TlvJMkNtn19038,256.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,841,120,57,UA
380,298.71,880,IAD,0FYkDuZ1Gh6TlvJMkNtn1901p,256.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,703,120,57,UA
381,298.71,778,IAD,0FYkDuZ1Gh6TlvJMkNtn1901E,256.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,601,120,57,UA
382,300.71,845,IAD,0FYkDuZ1Gh6TlvJMkNtn1901e,258.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,668,120,57,UA
383,300.71,871,IAD,0FYkDuZ1Gh6TlvJMkNtn1901n,258.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,694,120,57,UA
384,300.71,763,IAD,0FYkDuZ1Gh6TlvJMkNtn19019,258.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,586,120,57,UA
385,300.71,865,IAD,0FYkDuZ1Gh6TlvJMkNtn1901l,258.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,688,120,57,UA
386,300.71,847,IAD,0FYkDuZ1Gh6TlvJMkNtn1901g,258.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,675,120,52,UA
387,300.71,1003,IAD,0FYkDuZ1Gh6TlvJMkNtn19033,258.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,826,120,57,UA
388,300.71,977,IAD,0FYkDuZ1Gh6TlvJMkNtn1902s,258.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,805,120,52,UA
389,300.71,962,IAD,0FYkDuZ1Gh6TlvJMkNtn1902d,258.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,785,120,57,UA
390,309.71,1014,IAD,0FYkDuZ1Gh6TlvJMkNtn1903P,267.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:36-05:00,837,120,57,UA
391,311.71,860,IAD,0FYkDuZ1Gh6TlvJMkNtn1901u,269.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,683,120,57,UA
392,312.71,704,IAD,0FYkDuZ1Gh6TlvJMkNtn19008,270.60,40.00,2.11,2016-01-25T14:00,2016-01-25T17:00-05:00,532,120,52,UA
393,330.71,780,IAD,0FYkDuZ1Gh6TlvJMkNtn1901h,288.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,608,120,52,UA
394,330.71,998,IAD,0FYkDuZ1Gh6TlvJMkNtn1903r,288.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,826,120,52,UA
395,330.71,827,IAD,0FYkDuZ1Gh6TlvJMkNtn19026,288.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,655,120,52,UA
396,330.71,883,IAD,0FYkDuZ1Gh6TlvJMkNtn1902b,288.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,711,120,52,UA
397,330.71,883,IAD,0FYkDuZ1Gh6TlvJMkNtn1902a,288.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,711,120,52,UA
398,330.71,956,IAD,0FYkDuZ1Gh6TlvJMkNtn1903M,288.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,784,120,52,UA
399,341.71,928,IAD,0FYkDuZ1Gh6TlvJMkNtn1903I,299.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,756,120,52,UA
400,341.71,1004,IAD,0FYkDuZ1Gh6TlvJMkNtn19043,299.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,832,120,52,UA
401,326.71,905,IAD,0FYkDuZ1Gh6TlvJMkNtn1902k,284.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,733,120,52,UA
402,326.71,900,IAD,0FYkDuZ1Gh6TlvJMkNtn1902i,284.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,728,120,52,UA
403,326.71,978,IAD,0FYkDuZ1Gh6TlvJMkNtn1903W,284.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,806,120,52,UA
404,326.71,959,IAD,0FYkDuZ1Gh6TlvJMkNtn1903H,284.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,787,120,52,UA
405,326.71,840,IAD,0FYkDuZ1Gh6TlvJMkNtn1902C,284.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,668,120,52,UA
406,329.71,865,IAD,0FYkDuZ1Gh6TlvJMkNtn19050,287.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,688,120,57,UA
407,338.71,827,IAD,0FYkDuZ1Gh6TlvJMkNtn1902N,296.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,655,120,52,UA
408,338.71,785,IAD,0FYkDuZ1Gh6TlvJMkNtn1901r,296.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,608,120,57,UA
409,338.71,713,IAD,0FYkDuZ1Gh6TlvJMkNtn1900H,296.60,40.00,2.11,2016-01-25T12:45,2016-01-25T15:44-05:00,541,120,52,UA
410,338.71,937,IAD,0FYkDuZ1Gh6TlvJMkNtn1903N,296.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,765,120,52,UA
411,338.71,781,IAD,0FYkDuZ1Gh6TlvJMkNtn19012,296.60,40.00,2.11,2016-01-25T12:45,2016-01-25T15:44-05:00,609,120,52,UA
412,338.71,847,IAD,0FYkDuZ1Gh6TlvJMkNtn1901J,296.60,40.00,2.11,2016-01-25T12:45,2016-01-25T15:44-05:00,675,120,52,UA
413,338.71,714,IAD,0FYkDuZ1Gh6TlvJMkNtn1900G,296.60,40.00,2.11,2016-01-25T03:15,2016-01-25T06:20-05:00,540,120,54,UA
414,339.71,798,IAD,0FYkDuZ1Gh6TlvJMkNtn19014,297.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,626,120,52,UA
415,339.71,817,IAD,0FYkDuZ1Gh6TlvJMkNtn19018,297.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,645,120,52,UA
416,339.71,873,IAD,0FYkDuZ1Gh6TlvJMkNtn1901R,297.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,701,120,52,UA
417,343.71,887,IAD,0FYkDuZ1Gh6TlvJMkNtn1902w,301.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,715,120,52,UA
418,343.71,738,IAD,0FYkDuZ1Gh6TlvJMkNtn1900l,301.60,40.00,2.11,2016-01-25T14:30,2016-01-25T17:23-05:00,565,120,53,UA
419,343.71,867,IAD,0FYkDuZ1Gh6TlvJMkNtn1902m,301.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,695,120,52,UA
420,343.71,974,IAD,0FYkDuZ1Gh6TlvJMkNtn1903t,301.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:35-05:00,797,120,57,UA
421,343.71,793,IAD,0FYkDuZ1Gh6TlvJMkNtn19022,301.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,621,120,52,UA
422,343.71,997,IAD,0FYkDuZ1Gh6TlvJMkNtn19041,301.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,825,120,52,UA
423,343.71,757,IAD,0FYkDuZ1Gh6TlvJMkNtn1901m,301.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,585,120,52,UA
424,343.71,872,IAD,0FYkDuZ1Gh6TlvJMkNtn1902p,301.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,700,120,52,UA
425,344.71,728,IAD,0FYkDuZ1Gh6TlvJMkNtn1901Y,302.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,551,120,57,UA
426,344.71,1028,IAD,0FYkDuZ1Gh6TlvJMkNtn1904O,302.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:17-05:00,856,120,52,UA
427,344.71,917,IAD,0FYkDuZ1Gh6TlvJMkNtn1903E,302.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,740,120,57,UA
428,344.71,986,IAD,0FYkDuZ1Gh6TlvJMkNtn19040,302.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:17-05:00,814,120,52,UA
429,348.71,923,IAD,0FYkDuZ1Gh6TlvJMkNtn1905b,306.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,751,120,52,UA
430,348.71,911,IAD,0FYkDuZ1Gh6TlvJMkNtn1905Z,306.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,739,120,52,UA
431,348.71,801,IAD,0FYkDuZ1Gh6TlvJMkNtn1904v,306.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,629,120,52,UA
432,332.71,935,IAD,0FYkDuZ1Gh6TlvJMkNtn1903B,290.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,763,120,52,UA
433,332.71,862,IAD,0FYkDuZ1Gh6TlvJMkNtn1900s,290.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,688,120,54,UA
434,332.71,739,IAD,0FYkDuZ1Gh6TlvJMkNtn1900n,290.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,565,120,54,UA
435,332.71,637,IAD,0FYkDuZ1Gh6TlvJMkNtn19007,290.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,465,120,52,UA
436,334.71,695,IAD,0FYkDuZ1Gh6TlvJMkNtn1900C,292.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,518,120,57,UA
437,336.71,918,IAD,0FYkDuZ1Gh6TlvJMkNtn19034,294.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:39-05:00,741,120,57,UA
438,336.71,860,IAD,0FYkDuZ1Gh6TlvJMkNtn1902S,294.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,683,120,57,UA
439,336.71,1033,IAD,0FYkDuZ1Gh6TlvJMkNtn1904D,294.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,856,120,57,UA
440,336.71,816,IAD,0FYkDuZ1Gh6TlvJMkNtn19025,294.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,639,120,57,UA
441,336.71,736,IAD,0FYkDuZ1Gh6TlvJMkNtn1901S,294.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,559,120,57,UA
442,336.71,918,IAD,0FYkDuZ1Gh6TlvJMkNtn19035,294.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:39-05:00,741,120,57,UA
443,342.71,882,IAD,0FYkDuZ1Gh6TlvJMkNtn1902v,300.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,710,120,52,UA
444,356.71,879,IAD,0FYkDuZ1Gh6TlvJMkNtn1903A,314.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,705,120,54,UA
445,356.71,910,IAD,0FYkDuZ1Gh6TlvJMkNtn1903X,314.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,738,120,52,UA
446,356.71,1012,IAD,0FYkDuZ1Gh6TlvJMkNtn1904Y,314.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,840,120,52,UA
447,368.71,884,IAD,0FYkDuZ1Gh6TlvJMkNtn1903Z,326.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,712,120,52,UA
448,368.71,910,IAD,0FYkDuZ1Gh6TlvJMkNtn1903o,326.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,733,120,57,UA
449,368.71,999,IAD,0FYkDuZ1Gh6TlvJMkNtn1904j,326.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,827,120,52,UA
450,368.71,957,IAD,0FYkDuZ1Gh6TlvJMkNtn1904G,326.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,785,120,52,UA
451,368.71,828,IAD,0FYkDuZ1Gh6TlvJMkNtn1902y,326.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,656,120,52,UA
452,368.71,957,IAD,0FYkDuZ1Gh6TlvJMkNtn1904F,326.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,785,120,52,UA
453,362.71,849,IAD,0FYkDuZ1Gh6TlvJMkNtn1900W,320.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,675,120,54,UA
454,363.71,860,IAD,0FYkDuZ1Gh6TlvJMkNtn1905U,321.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,688,120,52,UA
455,364.71,941,IAD,0FYkDuZ1Gh6TlvJMkNtn1903y,322.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:16-05:00,764,120,57,UA
456,364.71,921,IAD,0FYkDuZ1Gh6TlvJMkNtn1903q,322.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:36-05:00,744,120,57,UA
457,369.71,844,IAD,0FYkDuZ1Gh6TlvJMkNtn19039,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,672,120,52,UA
458,349.71,883,IAD,0FYkDuZ1Gh6TlvJMkNtn19031,307.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:35-05:00,706,120,57,UA
459,349.71,974,IAD,0FYkDuZ1Gh6TlvJMkNtn1903w,307.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:35-05:00,797,120,57,UA
460,350.71,929,IAD,0FYkDuZ1Gh6TlvJMkNtn1903a,308.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,757,120,52,UA
461,350.71,1019,IAD,0FYkDuZ1Gh6TlvJMkNtn1906U,308.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,842,120,57,UA
462,350.71,909,IAD,0FYkDuZ1Gh6TlvJMkNtn1903O,308.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,737,120,52,UA
463,350.71,982,IAD,0FYkDuZ1Gh6TlvJMkNtn19042,308.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,810,120,52,UA
464,350.71,853,IAD,0FYkDuZ1Gh6TlvJMkNtn1902o,308.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,681,120,52,UA
465,351.71,985,IAD,0FYkDuZ1Gh6TlvJMkNtn19047,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:18-05:00,813,120,52,UA
466,351.71,985,IAD,0FYkDuZ1Gh6TlvJMkNtn19045,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:18-05:00,813,120,52,UA
467,351.71,735,IAD,0FYkDuZ1Gh6TlvJMkNtn1904X,309.60,40.00,2.11,2016-01-25T14:15,2016-01-25T17:10-05:00,562,120,53,UA
468,351.71,872,IAD,0FYkDuZ1Gh6TlvJMkNtn19030,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,700,120,52,UA
469,351.71,793,IAD,0FYkDuZ1Gh6TlvJMkNtn1902K,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,621,120,52,UA
470,351.71,910,IAD,0FYkDuZ1Gh6TlvJMkNtn1903Q,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,738,120,52,UA
471,351.71,932,IAD,0FYkDuZ1Gh6TlvJMkNtn1903c,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:18-05:00,760,120,52,UA
472,352.71,913,IAD,0FYkDuZ1Gh6TlvJMkNtn1903T,310.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,741,120,52,UA
473,357.71,1004,IAD,0FYkDuZ1Gh6TlvJMkNtn1904U,315.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,832,120,52,UA
474,357.71,1004,IAD,0FYkDuZ1Gh6TlvJMkNtn1904V,315.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,832,120,52,UA
475,357.71,928,IAD,0FYkDuZ1Gh6TlvJMkNtn1903l,315.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,756,120,52,UA
476,357.71,928,IAD,0FYkDuZ1Gh6TlvJMkNtn1903k,315.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,756,120,52,UA
477,358.71,882,IAD,0FYkDuZ1Gh6TlvJMkNtn1903G,316.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,710,120,52,UA
478,358.71,807,IAD,0FYkDuZ1Gh6TlvJMkNtn1902V,316.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,635,120,52,UA
479,361.71,891,IAD,0FYkDuZ1Gh6TlvJMkNtn1903S,319.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,719,120,52,UA
480,361.71,835,IAD,0FYkDuZ1Gh6TlvJMkNtn1902u,319.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,663,120,52,UA
481,361.71,964,IAD,0FYkDuZ1Gh6TlvJMkNtn19049,319.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,792,120,52,UA
482,361.71,1006,IAD,0FYkDuZ1Gh6TlvJMkNtn1904b,319.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,834,120,52,UA
483,361.71,964,IAD,0FYkDuZ1Gh6TlvJMkNtn1904A,319.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,792,120,52,UA
484,365.71,1005,IAD,0FYkDuZ1Gh6TlvJMkNtn1904c,323.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,828,120,57,UA
485,402.71,868,IAD,0FYkDuZ1Gh6TlvJMkNtn19048,360.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,691,120,57,UA
486,403.71,1017,IAD,0FYkDuZ1Gh6TlvJMkNtn19079,361.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,840,120,57,UA
487,403.71,865,IAD,0FYkDuZ1Gh6TlvJMkNtn1906J,361.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,688,120,57,UA
488,404.71,872,IAD,0FYkDuZ1Gh6TlvJMkNtn1904E,362.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,695,120,57,UA
489,410.71,755,IAD,0FYkDuZ1Gh6TlvJMkNtn1903F,368.60,40.00,2.11,2016-01-25T14:00,2016-01-25T17:05-05:00,583,120,52,UA
490,417.71,912,IAD,0FYkDuZ1Gh6TlvJMkNtn1904o,375.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,735,120,57,UA
491,417.71,888,IAD,0FYkDuZ1Gh6TlvJMkNtn1906a,375.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,711,120,57,UA
492,419.71,949,IAD,0FYkDuZ1Gh6TlvJMkNtn19058,377.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,777,120,52,UA
493,423.71,747,IAD,0FYkDuZ1Gh6TlvJMkNtn1900U,381.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,575,120,52,UA
494,423.71,730,IAD,0FYkDuZ1Gh6TlvJMkNtn1901o,381.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,558,120,52,UA
495,423.71,840,IAD,0FYkDuZ1Gh6TlvJMkNtn1902t,381.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,668,120,52,UA
496,369.71,973,IAD,0FYkDuZ1Gh6TlvJMkNtn1904S,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,801,120,52,UA
497,369.71,862,IAD,0FYkDuZ1Gh6TlvJMkNtn1903K,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,690,120,52,UA
498,369.71,973,IAD,0FYkDuZ1Gh6TlvJMkNtn1904T,327.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,801,120,52,UA
499,374.71,799,IAD,0FYkDuZ1Gh6TlvJMkNtn1902r,332.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:17-05:00,627,120,52,UA
500,387.71,978,IAD,0FYkDuZ1Gh6TlvJMkNtn1906k,345.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,806,120,52,UA
501,387.71,745,IAD,0FYkDuZ1Gh6TlvJMkNtn1902Z,345.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:11-05:00,573,120,52,UA
